[31/5/2022 22:23:59] !emotespells on
[31/5/2022 23:2:57] !aol
[31/5/2022 23:10:43] !aol
[31/5/2022 23:15:4] !aol
[31/5/2022 23:15:40] !aol
[31/5/2022 23:17:5] !aol
[1/6/2022 9:0:41] !aol
[1/6/2022 9:44:10] !aol
[1/6/2022 13:21:45] !aol
[1/6/2022 18:29:41] !aol
[1/6/2022 18:58:47] !go
[1/6/2022 18:59:49] !aol
[1/6/2022 19:8:26] !aol
[2/6/2022 0:49:59] !aol
[2/6/2022 1:37:11] !aol
