[18/2/2022 15:15:44] !emotespells on
[18/2/2022 15:56:42] !aol
[18/2/2022 16:33:43] !serverinfo
[18/2/2022 16:34:18] !aol
[18/2/2022 16:47:58] !aol
[18/2/2022 16:50:54] !aol
[18/2/2022 17:32:11] !aol
[18/2/2022 17:32:14] !aol
[18/2/2022 17:32:19] !aol
[18/2/2022 17:32:21] !aol
[18/2/2022 17:32:26] !aol
[18/2/2022 21:56:23] !aol
[19/2/2022 1:20:59] !aol
[19/2/2022 1:46:26] !aol
