[31/5/2022 19:37:7] !emotespells on
[31/5/2022 20:6:31] !aol
[31/5/2022 21:57:43] !aol
[31/5/2022 22:0:2] !aol
[1/6/2022 1:37:17] !serverinfo
[1/6/2022 18:42:53] !serverinfo
[2/6/2022 22:48:8] !frags
[3/6/2022 20:23:29] !frags
[3/6/2022 21:56:48] !frags
[4/6/2022 1:1:5] !frags
[4/6/2022 1:10:8] !frags
[8/6/2022 1:1:45] !serverinfo
