[23/2/2022 21:1:26] !emotespells on
[23/2/2022 22:15:24] !guildpoints
[23/2/2022 23:39:8] !guildpoints
[24/2/2022 2:12:39] !serverinfo
[24/2/2022 2:43:28] !guildpoints
[24/2/2022 2:49:23] !frags
[24/2/2022 3:19:39] !serverinfo
[24/2/2022 10:56:57] !serverinfo
[24/2/2022 11:6:50] !serverinfo
[24/2/2022 12:3:52] !guildpoints
[24/2/2022 13:2:22] !serverinfo
[24/2/2022 20:50:54] !frags
[28/2/2022 19:33:10] !serverinfo
[2/3/2022 13:39:25] !online
[6/3/2022 14:12:50] !online
